"datapass_id","date_reception","date_last_event"
"32745","03/06/2022","03/06/2022"
"31049","01/06/2022","03/06/2022"
"42563","21/10/2022","21/10/2022"
"39568","09/09/2022","12/09/2022"
"58685","29/01/2024","31/01/2024"
"56924","07/11/2024","18/03/2025"
"39590","09/09/2022","29/09/2022"
"39629","10/09/2022","13/09/2022"
"3208","10/02/2021","02/04/2021"
"3214","10/02/2021","08/03/2021"
"57597","07/12/2023","12/12/2023"
"4193","09/04/2021","15/04/2021"
"4928","03/05/2021","28/05/2021"
"5011","05/05/2021","19/05/2021"
"7736","07/09/2021","09/09/2021"
"8269","20/09/2021","29/09/2021"
"56269","03/10/2023","12/10/2023"
"57373","25/11/2023","27/11/2023"
"52851","23/06/2023","25/09/2023"
"41274","06/10/2022","15/11/2022"
"9682","24/10/2021","28/10/2021"
"57351","24/11/2023","18/12/2023"
"33862","17/06/2022","22/06/2022"
"41224","03/10/2022","14/11/2022"
"40019","16/09/2022","30/09/2022"
"40887","28/09/2022","07/10/2022"
"45442","16/12/2022","16/12/2022"
"52504","31/05/2023","12/06/2023"
"40771","28/09/2022","30/09/2022"
"39760","13/09/2022","15/09/2022"
"31988","09/06/2022","22/06/2022"
"40871","28/09/2022","30/09/2022"
"33732","17/06/2022","07/10/2022"
"52567","31/05/2023","05/06/2023"
"52568","31/05/2023","02/06/2023"
"40773","27/09/2022","30/09/2022"
"58335","09/01/2024","29/01/2024"
"45574","20/01/2023","14/02/2023"
"9700","24/10/2021","28/10/2021"
"63429","21/09/2024","23/09/2024"
"64269","06/11/2024","06/11/2024"
"36663","26/07/2022","17/08/2022"
"55668","13/09/2023","02/10/2023"
"36969","29/07/2022","15/09/2022"
"42096","14/10/2022","23/11/2022"
"39323","06/09/2022","15/09/2022"
"34605","15/09/2022","10/10/2022"
"11829","03/01/2022","03/01/2022"
"39960","16/09/2022","22/09/2022"
"34785","07/07/2022","12/07/2022"
"60129","04/04/2024","14/08/2024"
"8196","17/09/2021","19/10/2021"
"25898","02/05/2022","12/07/2022"
"56541","16/10/2023","20/10/2023"
"56409","10/10/2023","17/10/2023"
"40980","29/09/2022","15/11/2022"
"56543","17/10/2023","20/10/2023"
"40942","29/09/2022","15/11/2022"
"57524","04/12/2023","04/12/2023"
"40798","28/09/2022","30/09/2022"
"40725","27/09/2022","30/09/2022"
"36676","26/07/2022","17/08/2022"
"42119","14/10/2022","25/10/2022"
"12958","08/08/2022","17/08/2022"
"52592","01/06/2023","06/06/2023"
"38399","31/08/2022","30/09/2022"
"40235","20/09/2022","22/09/2022"
"51795","10/05/2023","01/06/2023"
"11415","16/12/2021","04/02/2022"
"11942","05/01/2022","07/03/2022"
"11943","05/01/2022","07/03/2022"
"58362","10/01/2024","10/01/2024"
"11944","05/01/2022","07/03/2022"
"11946","05/01/2022","07/03/2022"
"11950","05/01/2022","07/03/2022"
"61012","15/05/2024","21/05/2024"
"9705","24/10/2021","28/10/2021"
"39933","16/09/2022","23/09/2022"
"7843","09/09/2021","16/09/2021"
"8210","19/09/2021","19/10/2021"
"40123","19/09/2022","29/09/2022"
"56398","12/10/2023","17/10/2023"
"4278","25/05/2021","21/06/2021"
"41071","30/09/2022","15/11/2022"
"40116","10/11/2022","30/11/2022"
"11812","03/01/2022","03/01/2022"
"37443","05/08/2022","17/08/2022"
"11798","03/01/2022","11/01/2022"
"5441","25/06/2021","28/06/2021"
"3000","14/01/2021","26/10/2021"
"57836","13/12/2023","13/12/2023"
"41112","30/09/2022","15/11/2022"
"10175","08/11/2021","08/11/2021"
"8432","23/09/2021","28/09/2021"
"41554","07/10/2022","07/10/2022"
"5443","28/06/2021","28/06/2021"
"41363","05/10/2022","15/11/2022"
"10559","22/11/2021","22/11/2021"
"43471","08/11/2022","08/11/2022"
"41947","13/10/2022","14/11/2022"
"1596","18/03/2020","05/01/2021"
"42631","21/10/2022","21/10/2022"
"7364","20/08/2021","24/08/2021"
"42722","24/10/2022","28/10/2022"
"9671","22/10/2021","25/10/2021"
"43223","03/11/2022","14/11/2022"
"55689","22/09/2023","03/10/2023"
"42841","25/10/2022","07/11/2022"
"11352","15/12/2021","15/12/2021"
"42126","14/10/2022","14/11/2022"
"41710","11/10/2022","14/11/2022"
"41005","30/09/2022","15/11/2022"
"40869","28/09/2022","15/11/2022"
"41030","30/09/2022","15/11/2022"
"44015","17/11/2022","21/02/2023"
"41013","30/09/2022","15/11/2022"
"5462","28/06/2021","28/06/2021"
"49350","15/03/2023","05/06/2023"
"44339","23/11/2022","28/11/2022"
"43763","14/11/2022","23/11/2022"
"43829","15/11/2022","20/12/2022"
"10497","19/11/2021","26/07/2022"
"10498","19/11/2021","26/07/2022"
"11353","15/12/2021","15/12/2021"
"4281","25/05/2021","21/06/2021"
"8424","23/09/2021","28/09/2021"
"11433","17/12/2021","17/12/2021"
"8466","23/09/2021","28/09/2021"
"9510","19/10/2021","21/10/2021"
"10637","23/11/2021","24/11/2021"
"11455","17/12/2021","30/12/2021"
"5397","25/06/2021","28/06/2021"
"11927","05/01/2022","05/01/2022"
"4094","09/04/2021","13/04/2021"
"5461","28/06/2021","28/06/2021"
"5411","25/06/2021","28/06/2021"
"5452","28/06/2021","28/06/2021"
"9707","24/10/2021","28/10/2021"
"9708","24/10/2021","28/10/2021"
"9713","24/10/2021","28/10/2021"
"9715","24/10/2021","28/10/2021"
"9711","24/10/2021","28/10/2021"
"2282","05/08/2020","11/09/2020"
"9723","24/10/2021","28/10/2021"
"9727","24/10/2021","28/10/2021"
"5435","25/06/2021","28/06/2021"
"5439","25/06/2021","28/06/2021"
"9729","24/10/2021","28/10/2021"
"2249","24/07/2020","02/10/2020"
"2890","21/12/2020","21/01/2021"
"5440","25/06/2021","28/06/2021"
"8211","19/09/2021","19/10/2021"
"2697","26/11/2020","17/12/2021"
"2768","30/11/2020","08/03/2021"
"7592","01/09/2021","19/10/2021"
"8195","17/09/2021","19/10/2021"
"7367","20/08/2021","24/08/2021"
"9938","29/10/2021","04/11/2021"
"6203","21/06/2021","22/06/2021"
"7586","01/09/2021","19/10/2021"
"5408","25/06/2021","28/06/2021"
"6586","06/07/2021","11/10/2021"
"8139","16/09/2021","19/10/2021"
"9681","22/10/2021","28/10/2021"
"4664","01/09/2021","08/10/2021"
"4908","03/05/2021","03/05/2021"
"7851","09/09/2021","15/09/2021"
"5006","01/09/2021","08/10/2021"
"5365","25/06/2021","28/06/2021"
"5376","25/06/2021","28/06/2021"
"5379","25/06/2021","28/06/2021"
"4679","01/09/2021","08/10/2021"
"5326","25/06/2021","28/06/2021"
"5367","25/06/2021","28/06/2021"
"5403","25/06/2021","28/06/2021"
"6879","27/08/2021","01/09/2021"
"4672","15/09/2021","08/10/2021"
"4998","15/09/2021","08/10/2021"
"5000","15/09/2021","08/10/2021"
"63124","19/08/2024","19/08/2024"
"12359","17/01/2022","18/01/2022"
"59367","28/02/2024","28/02/2024"
"8456","23/09/2021","28/09/2021"
"10978","02/12/2021","08/12/2021"
"8109","16/09/2021","17/09/2021"
"6135","18/06/2021","18/06/2021"
"7369","20/08/2021","24/08/2021"
"6183","21/06/2021","23/06/2021"
"7370","20/08/2021","24/08/2021"
"4098","09/04/2021","13/04/2021"
"12368","18/01/2022","18/01/2022"
"8472","23/09/2021","28/09/2021"
"5645","02/06/2021","04/06/2021"
"5308","18/05/2021","19/05/2021"
"6944","22/07/2021","22/10/2021"
"8995","06/10/2021","07/10/2021"
"57523","04/12/2023","04/12/2023"
"11937","05/01/2022","07/03/2022"
"5009","15/09/2021","08/10/2021"
"12433","19/01/2022","21/01/2022"
"7961","13/09/2021","14/09/2021"
"7683","06/09/2021","22/11/2021"
"8789","30/09/2021","17/12/2021"
"9012","12/10/2021","17/12/2021"
"8113","16/09/2021","17/09/2021"
"7308","18/08/2021","19/08/2021"
"12528","21/01/2022","21/01/2022"
"4705","27/04/2021","28/04/2021"
"7344","20/08/2021","16/09/2021"
"10929","01/12/2021","01/12/2021"
"3881","31/03/2021","25/11/2021"
"11434","17/12/2021","17/12/2021"
"11945","05/01/2022","07/03/2022"
"7568","03/09/2021","08/09/2021"
"7825","09/09/2021","16/09/2021"
"7828","09/09/2021","16/09/2021"
"7857","09/09/2021","16/09/2021"
"11432","17/12/2021","17/12/2021"
"11441","17/12/2021","17/12/2021"
"6522","05/07/2021","13/08/2021"
"7848","09/09/2021","16/09/2021"
"7856","09/09/2021","16/09/2021"
"7836","09/09/2021","16/09/2021"
"7840","09/09/2021","16/09/2021"
"7842","09/09/2021","16/09/2021"
"7830","09/09/2021","16/09/2021"
"7831","09/09/2021","16/09/2021"
"9680","22/10/2021","25/10/2021"
"3703","24/03/2021","24/03/2021"
"10922","01/12/2021","01/12/2021"
"3702","24/03/2021","24/03/2021"
"4227","20/04/2021","21/04/2021"
"9699","24/10/2021","25/10/2021"
"9704","24/10/2021","25/10/2021"
"10985","02/12/2021","03/12/2021"
"2615","03/11/2020","16/02/2021"
"6048","16/06/2021","16/06/2021"
"9718","24/10/2021","25/10/2021"
"9720","24/10/2021","25/10/2021"
"9724","24/10/2021","25/10/2021"
"9728","24/10/2021","25/10/2021"
"4162","09/04/2021","14/04/2021"
"4179","09/04/2021","14/04/2021"
"4194","09/04/2021","15/04/2021"
"7839","09/09/2021","16/09/2021"
"3747","20/04/2021","26/04/2021"
"6590","06/07/2021","11/10/2021"
"7841","09/09/2021","16/09/2021"
"8212","19/09/2021","19/10/2021"
"8421","23/09/2021","28/09/2021"
"6591","06/07/2021","11/10/2021"
"7849","09/09/2021","16/09/2021"
"7850","09/09/2021","16/09/2021"
"4707","27/04/2021","28/04/2021"
"46170","04/01/2023","05/01/2023"
"6582","06/07/2021","11/10/2021"
"6585","06/07/2021","11/10/2021"
"6587","06/07/2021","11/10/2021"
"8111","16/09/2021","17/09/2021"
"9913","28/10/2021","29/10/2021"
"11026","03/12/2021","03/12/2021"
"6019","15/06/2021","16/06/2021"
"6588","06/07/2021","11/10/2021"
"8209","19/09/2021","19/10/2021"
"6592","06/07/2021","11/10/2021"
"6634","07/07/2021","09/07/2021"
"6520","05/07/2021","13/08/2021"
"6525","05/07/2021","13/08/2021"
"8425","23/09/2021","28/09/2021"
"8444","23/09/2021","28/09/2021"
"6519","05/07/2021","13/08/2021"
"6524","05/07/2021","13/08/2021"
"6527","05/07/2021","13/08/2021"
"8430","23/09/2021","28/09/2021"
"8429","23/09/2021","28/09/2021"
"11081","07/12/2021","07/12/2021"
"8107","16/09/2021","17/09/2021"
"8118","16/09/2021","17/09/2021"
"8119","16/09/2021","17/09/2021"
"8121","16/09/2021","17/09/2021"
"8124","16/09/2021","17/09/2021"
"8125","16/09/2021","17/09/2021"
"8127","16/09/2021","17/09/2021"
"8129","16/09/2021","17/09/2021"
"8131","16/09/2021","17/09/2021"
"8133","16/09/2021","17/09/2021"
"11130","08/12/2021","08/12/2021"
"7197","06/08/2021","21/09/2021"
"8078","16/09/2021","17/09/2021"
"8103","16/09/2021","17/09/2021"
"9379","15/10/2021","03/11/2021"
"9986","03/11/2021","08/11/2021"
"5055","06/05/2021","06/05/2021"
"2849","12/12/2020","12/02/2021"
"3886","31/03/2021","01/04/2021"
"3953","06/04/2021","06/04/2021"
"3994","06/04/2021","07/04/2021"
"3996","06/04/2021","07/04/2021"
"3998","06/04/2021","07/04/2021"
"4000","06/04/2021","07/04/2021"
"4171","09/04/2021","14/04/2021"
"4442","19/04/2021","20/04/2021"
"4168","09/04/2021","14/04/2021"
"4175","09/04/2021","14/04/2021"
"4177","09/04/2021","14/04/2021"
"4646","26/04/2021","27/04/2021"
"4101","09/04/2021","13/04/2021"
"4181","09/04/2021","14/04/2021"
"4188","09/04/2021","15/04/2021"
"4190","09/04/2021","15/04/2021"
"4090","09/04/2021","14/04/2021"
"4092","09/04/2021","14/04/2021"
"4096","09/04/2021","13/04/2021"
"4106","09/04/2021","12/04/2021"
"4109","09/04/2021","12/04/2021"
"4113","09/04/2021","12/04/2021"
"4115","09/04/2021","12/04/2021"
"4117","09/04/2021","12/04/2021"
"4433","19/04/2021","20/04/2021"
"7827","09/09/2021","16/09/2021"
"8436","23/09/2021","28/09/2021"
"57189","16/11/2023","21/11/2023"
"3932","02/04/2021","02/04/2021"
"4119","09/04/2021","12/04/2021"
"4123","09/04/2021","12/04/2021"
"10259","10/11/2021","10/11/2021"
"4125","09/04/2021","12/04/2021"
"4127","09/04/2021","13/04/2021"
"4130","09/04/2021","13/04/2021"
"4132","09/04/2021","13/04/2021"
"4134","09/04/2021","13/04/2021"
"4136","09/04/2021","13/04/2021"
"4140","09/04/2021","13/04/2021"
"4143","09/04/2021","13/04/2021"
"4145","09/04/2021","13/04/2021"
"4147","09/04/2021","13/04/2021"
"4149","09/04/2021","13/04/2021"
"4198","09/04/2021","14/04/2021"
"4153","09/04/2021","13/04/2021"
"4157","09/04/2021","14/04/2021"
"4159","09/04/2021","14/04/2021"
"4166","09/04/2021","14/04/2021"
"5893","10/06/2021","11/06/2021"
"6041","16/06/2021","16/06/2021"
"6196","21/06/2021","23/06/2021"
"6197","21/06/2021","22/06/2021"
"9792","26/10/2021","27/10/2021"
"6156","21/06/2021","21/06/2021"
"8443","13/10/2021","14/10/2021"
"10514","19/11/2021","19/11/2021"
"6583","06/07/2021","11/10/2021"
"7855","09/09/2021","16/09/2021"
"8448","23/09/2021","28/09/2021"
"8450","23/09/2021","28/09/2021"
"7821","09/09/2021","15/09/2021"
"7833","09/09/2021","16/09/2021"
"7838","09/09/2021","16/09/2021"
"7846","09/09/2021","16/09/2021"
"8449","23/09/2021","28/09/2021"
"9324","14/10/2021","20/10/2021"
"7847","09/09/2021","16/09/2021"
"7859","09/09/2021","16/09/2021"
"7861","09/09/2021","15/09/2021"
"7862","09/09/2021","15/09/2021"
"2938","12/01/2021","08/04/2021"
"4436","19/04/2021","20/04/2021"
"7585","07/09/2021","07/09/2021"
"9521","20/10/2021","20/10/2021"
"10740","28/11/2021","29/11/2021"
"8454","23/09/2021","28/09/2021"
"8461","23/09/2021","28/09/2021"
"8457","23/09/2021","28/09/2021"
"8460","23/09/2021","28/09/2021"
"2653","23/02/2021","06/05/2021"
"8467","23/09/2021","28/09/2021"
"12668","24/01/2022","25/01/2022"
"56316","05/10/2023","15/01/2024"
"5456","28/06/2021","28/06/2021"
"5457","28/06/2021","28/06/2021"
"8115","16/09/2021","17/09/2021"
"7822","09/09/2021","15/09/2021"
"11358","23/12/2021","29/12/2021"
"7853","09/09/2021","15/09/2021"
"7823","09/09/2021","15/09/2021"
"7852","09/09/2021","15/09/2021"
"9670","22/10/2021","25/10/2021"
"7351","20/08/2021","24/08/2021"
"11688","27/12/2021","29/12/2021"
"8104","16/09/2021","18/10/2021"
"8218","19/09/2021","19/10/2021"
"54808","16/08/2023","15/01/2024"
"8116","16/09/2021","18/10/2021"
"57649","07/12/2023","15/12/2023"
"8903","26/11/2021","31/12/2021"
"7837","09/09/2021","15/09/2021"
"11820","03/01/2022","03/01/2022"
"11826","03/01/2022","03/01/2022"
"5378","25/06/2021","28/06/2021"
"6721","13/07/2021","13/07/2021"
"8108","16/09/2021","18/10/2021"
"8114","16/09/2021","18/10/2021"
"8126","16/09/2021","18/10/2021"
"11939","05/01/2022","07/03/2022"
"45332","27/01/2023","20/03/2023"
"8122","16/09/2021","18/10/2021"
"8134","16/09/2021","18/10/2021"
"11931","05/01/2022","07/03/2022"
"11932","05/01/2022","07/03/2022"
"11912","05/01/2022","05/01/2022"
"11930","05/01/2022","07/03/2022"
"11933","05/01/2022","07/03/2022"
"11952","05/01/2022","07/03/2022"
"11953","05/01/2022","07/03/2022"
"11955","05/01/2022","07/03/2022"
"11965","06/01/2022","11/01/2022"
"7864","09/09/2021","15/09/2021"
"5404","25/06/2021","28/06/2021"
"7863","09/09/2021","15/09/2021"
"10983","13/12/2021","14/12/2021"
"12002","07/01/2022","14/01/2022"
"11785","31/12/2021","14/01/2022"
"8194","19/09/2021","19/10/2021"
"56539","18/10/2023","21/11/2023"
"6247","23/06/2021","27/10/2021"
"7844","09/09/2021","16/09/2021"
"7858","09/09/2021","16/09/2021"
"9893","28/10/2021","29/10/2021"
"8138","16/09/2021","19/10/2021"
"5432","25/06/2021","28/06/2021"
"5396","25/06/2021","28/06/2021"
"6853","16/07/2021","16/07/2021"
"8137","16/09/2021","19/10/2021"
"10685","24/11/2021","24/11/2021"
"8469","23/09/2021","28/09/2021"
"8452","23/09/2021","28/09/2021"
"9502","19/10/2021","21/10/2021"
"8442","23/09/2021","28/09/2021"
"9725","24/10/2021","28/10/2021"
"5434","25/06/2021","28/06/2021"
"9504","19/10/2021","21/10/2021"
"9509","19/10/2021","21/10/2021"
"5417","25/05/2021","25/06/2021"
"5899","10/06/2021","14/06/2021"
"52932","12/06/2023","12/06/2023"
"8136","16/09/2021","19/10/2021"
"8219","19/09/2021","19/10/2021"
"5387","25/06/2021","28/06/2021"
"5380","25/06/2021","28/06/2021"
"5385","25/06/2021","28/06/2021"
"5038","05/05/2021","07/05/2021"
"3400","11/03/2021","15/11/2021"
"5382","25/06/2021","28/06/2021"
"10752","26/11/2021","29/11/2021"
"2471","02/10/2020","19/11/2021"
"4150","09/04/2021","13/04/2021"
"9506","19/10/2021","21/10/2021"
"5400","25/06/2021","28/06/2021"
"5389","25/06/2021","28/06/2021"
"9503","19/10/2021","21/10/2021"
"4277","25/05/2021","21/06/2021"
"25978","15/04/2022","19/04/2022"
"9507","19/10/2021","21/10/2021"
"9512","19/10/2021","21/10/2021"
"9514","19/10/2021","21/10/2021"
"9516","19/10/2021","21/10/2021"
"5395","25/06/2021","28/06/2021"
"5409","25/06/2021","28/06/2021"
"9556","20/10/2021","20/10/2021"
"9554","20/10/2021","20/10/2021"
"9559","20/10/2021","20/10/2021"
"9557","20/10/2021","20/10/2021"
"9558","20/10/2021","20/10/2021"
"9560","20/10/2021","20/10/2021"
"58527","21/05/2024","28/05/2024"
"9717","24/10/2021","28/10/2021"
"9721","24/10/2021","28/10/2021"
"52758","06/06/2023","09/06/2023"
"9719","24/10/2021","28/10/2021"
"59005","12/02/2024","14/02/2024"
"10381","16/11/2021","16/11/2021"
"5428","25/06/2021","28/06/2021"
"5415","25/06/2021","28/06/2021"
"5429","25/06/2021","28/06/2021"
"10743","26/11/2021","29/11/2021"
"5406","25/06/2021","28/06/2021"
"5453","28/06/2021","28/06/2021"
"55718","14/09/2023","02/10/2023"
"6616","04/08/2021","11/08/2021"
"10406","17/11/2021","22/11/2021"
"5427","25/06/2021","28/06/2021"
"9657","22/10/2021","25/10/2021"
"9667","22/10/2021","25/10/2021"
"5402","25/06/2021","28/06/2021"
"64481","29/11/2024","02/12/2024"
"61681","20/06/2024","20/06/2024"
"10916","01/12/2021","01/12/2021"
"10831","29/11/2021","01/12/2021"
"10919","01/12/2021","01/12/2021"
"10923","01/12/2021","01/12/2021"
"3909","01/04/2021","19/11/2021"
"59612","20/03/2024","30/04/2024"
"45044","06/12/2022","07/12/2022"
"10933","01/12/2021","05/01/2022"
"56615","18/10/2023","20/10/2023"
"12301","14/01/2022","17/01/2022"
"5005","01/09/2021","08/10/2021"
"10938","01/12/2021","02/12/2021"
"9872","28/10/2021","28/10/2021"
"58655","26/01/2024","26/01/2024"
"10903","01/12/2021","02/12/2021"
"5436","25/06/2021","28/06/2021"
"4602","26/04/2021","28/05/2021"
"9783","26/10/2021","27/10/2021"
"11024","03/12/2021","06/12/2021"
"4259","25/05/2021","21/06/2021"
"11940","05/01/2022","07/03/2022"
"4267","25/05/2021","21/06/2021"
"4271","25/05/2021","21/06/2021"
"4275","25/05/2021","21/06/2021"
"4279","06/05/2021","21/06/2021"
"3296","03/05/2021","08/12/2021"
"5438","25/06/2021","28/06/2021"
"9325","14/10/2021","22/10/2021"
"65694","16/04/2025","24/04/2025"
"4269","25/05/2021","21/06/2021"
"7247","12/08/2021","10/12/2021"
"7357","20/08/2021","24/08/2021"
"7353","20/08/2021","24/08/2021"
"5003","01/09/2021","08/10/2021"
"5460","28/06/2021","28/06/2021"
"7356","20/08/2021","24/08/2021"
"5373","25/06/2021","28/06/2021"
"5381","25/06/2021","28/06/2021"
"5386","25/06/2021","28/06/2021"
"7593","01/09/2021","19/10/2021"
"5414","25/06/2021","28/06/2021"
"5377","25/06/2021","28/06/2021"
"58942","07/02/2024","07/02/2024"
"5451","28/06/2021","28/06/2021"
"5447","28/06/2021","28/06/2021"
"5449","28/06/2021","28/06/2021"
"6397","30/06/2021","30/06/2021"
"5384","25/06/2021","28/06/2021"
"5364","25/06/2021","28/06/2021"
"5366","25/06/2021","28/06/2021"
"11083","07/12/2021","07/12/2021"
"5375","25/06/2021","28/06/2021"
"4649","25/05/2021","21/06/2021"
"47996","21/02/2023","20/03/2023"
"53518","27/06/2023","29/06/2023"
"49872","20/03/2023","24/05/2023"
"28891","06/12/2022","03/04/2023"
"56588","18/10/2023","20/10/2023"
"5454","28/06/2021","28/06/2021"
"11966","06/01/2022","11/01/2022"
"5401","25/06/2021","28/06/2021"
"32690","13/12/2022","14/12/2022"
"44166","21/11/2022","28/11/2022"
"45766","20/12/2022","22/12/2022"
"52531","31/05/2023","08/06/2023"
"48044","07/02/2023","17/02/2023"
"52440","12/06/2023","13/06/2023"
"61818","25/06/2024","25/06/2024"
"44747","30/11/2022","05/12/2022"
"43603","09/11/2022","06/12/2022"
"44920","13/03/2023","20/04/2023"
"44924","16/12/2022","19/12/2022"
"50068","23/03/2023","20/04/2023"
"50528","18/04/2023","23/05/2023"
"44969","05/12/2022","05/12/2022"
"58638","25/01/2024","26/01/2024"
"54816","16/08/2023","16/08/2023"
"44652","29/11/2022","05/12/2022"
"56556","17/10/2023","24/10/2023"
"42404","21/10/2022","14/03/2023"
"44221","23/11/2022","06/12/2022"
"44989","05/12/2022","05/12/2022"
"44653","29/11/2022","05/12/2022"
"45145","07/12/2022","16/12/2022"
"52878","08/06/2023","13/06/2023"
"44814","01/12/2022","08/12/2022"
"35745","08/12/2022","14/04/2023"
"52715","05/06/2023","09/06/2023"
"52899","09/06/2023","13/06/2023"
"55665","13/09/2023","24/10/2023"
"45301","06/02/2023","20/03/2023"
"41336","30/05/2023","07/07/2023"
"45202","08/12/2022","20/12/2022"
"45478","14/12/2022","15/12/2022"
"49636","09/05/2023","18/07/2023"
"45463","16/12/2022","16/12/2022"
"45503","27/12/2022","06/02/2023"
"52499","30/05/2023","26/06/2023"
"51640","05/05/2023","14/06/2023"
"44416","24/11/2022","19/12/2022"
"57296","22/11/2023","18/12/2023"
"53059","15/06/2023","21/06/2023"
"56979","06/12/2023","06/12/2023"
"45568","16/12/2022","20/12/2022"
"45690","19/12/2022","20/12/2022"
"53067","15/06/2023","15/06/2023"
"52906","09/06/2023","15/06/2023"
"45173","08/12/2022","20/12/2022"
"54520","01/08/2023","22/08/2023"
"48407","15/02/2023","21/02/2023"
"45761","20/12/2022","21/12/2022"
"57330","24/11/2023","18/12/2023"
"57342","23/11/2023","19/12/2023"
"57344","23/11/2023","27/11/2023"
"57838","13/12/2023","18/12/2023"
"60139","04/04/2024","04/04/2024"
"45723","20/12/2022","22/12/2022"
"63408","05/09/2024","05/09/2024"
"45963","23/12/2022","27/12/2022"
"64692","18/12/2024","18/12/2024"
"58669","30/01/2024","30/01/2024"
"49456","10/03/2023","20/03/2023"
"58641","25/01/2024","26/01/2024"
"62093","06/07/2024","06/07/2024"
"46068","28/12/2022","29/12/2022"
"56022","25/09/2023","03/10/2023"
"44694","04/01/2023","06/02/2023"
"46377","04/01/2023","04/01/2023"
"46888","17/01/2023","31/03/2023"
"46403","05/01/2023","06/02/2023"
"55622","12/09/2023","20/09/2023"
"54349","26/07/2023","10/08/2023"
"47093","18/01/2023","20/01/2023"
"48374","14/02/2023","20/02/2023"
"45964","05/01/2023","11/01/2023"
"42863","26/10/2022","02/02/2023"
"63482","10/09/2024","11/09/2024"
"46782","11/01/2023","06/02/2023"
"53959","12/09/2023","21/09/2023"
"56043","28/09/2023","09/10/2023"
"50066","23/03/2023","02/06/2023"
"53165","18/06/2023","26/06/2023"
"54373","26/07/2023","06/10/2023"
"46973","16/01/2023","23/01/2023"
"46994","23/01/2023","26/01/2023"
"56310","04/10/2023","12/10/2023"
"56267","10/10/2023","13/10/2023"
"57950","18/12/2023","19/12/2023"
"47189","13/02/2023","21/03/2023"
"45579","16/12/2022","19/01/2023"
"56193","28/09/2023","12/10/2023"
"46798","12/01/2023","23/01/2023"
"44913","26/01/2023","30/03/2023"
"54347","26/07/2023","10/08/2023"
"47497","26/01/2023","16/02/2023"
"47490","26/01/2023","14/02/2023"
"47923","03/02/2023","29/03/2023"
"49342","09/03/2023","21/03/2023"
"47540","26/01/2023","27/01/2023"
"57032","08/11/2023","21/11/2023"
"47027","17/01/2023","26/01/2023"
"60364","12/04/2024","23/05/2024"
"54785","13/08/2023","17/08/2023"
"55408","05/09/2023","09/10/2023"
"51530","02/05/2023","15/05/2023"
"55422","06/09/2023","28/09/2023"
"42403","21/10/2022","14/03/2023"
"58598","24/01/2024","24/01/2024"
"57506","01/12/2023","01/12/2023"
"54992","30/08/2023","28/09/2023"
"56288","04/10/2023","27/10/2023"
"57278","21/11/2023","21/11/2023"
"58487","18/01/2024","15/02/2024"
"48806","23/02/2023","02/03/2023"
"53187","20/06/2023","03/08/2023"
"45368","13/12/2022","31/03/2023"
"55818","25/09/2023","04/10/2023"
"56168","28/09/2023","06/10/2023"
"56030","25/09/2023","03/10/2023"
"49541","13/03/2023","15/03/2023"
"48984","28/02/2023","20/03/2023"
"53263","29/08/2023","09/11/2023"
"62099","08/07/2024","12/07/2024"
"57337","01/12/2023","18/12/2023"
"56594","18/10/2023","20/10/2023"
"49398","10/03/2023","05/04/2023"
"54760","11/08/2023","23/08/2023"
"51494","02/05/2023","28/09/2023"
"53302","21/06/2023","22/06/2023"
"53137","16/06/2023","01/08/2023"
"56284","03/10/2023","26/10/2023"
"52202","22/05/2023","25/09/2023"
"53605","30/06/2023","27/07/2023"
"48555","17/02/2023","03/03/2023"
"48751","22/02/2023","30/03/2023"
"55201","30/08/2023","04/09/2023"
"48375","14/02/2023","20/02/2023"
"53440","26/06/2023","06/09/2023"
"54601","04/08/2023","24/08/2023"
"45511","15/12/2022","21/02/2023"
"49634","15/03/2023","30/06/2023"
"48295","13/02/2023","23/02/2023"
"49390","10/03/2023","17/07/2023"
"48840","23/02/2023","10/03/2023"
"49142","06/03/2023","03/04/2023"
"47478","14/02/2023","27/02/2023"
"48087","08/02/2023","08/03/2023"
"52640","02/06/2023","12/07/2023"
"51003","17/04/2023","29/06/2023"
"49960","21/03/2023","04/07/2023"
"49046","02/03/2023","22/03/2023"
"53555","29/06/2023","27/07/2023"
"57734","11/12/2023","18/12/2023"
"49753","17/03/2023","21/06/2023"
"54858","18/08/2023","23/08/2023"
"54481","29/07/2023","31/07/2023"
"57744","11/12/2023","18/12/2023"
"48880","24/02/2023","31/03/2023"
"50369","29/03/2023","01/06/2023"
"49221","07/03/2023","24/03/2023"
"53627","05/07/2023","28/09/2023"
"54497","31/07/2023","31/07/2023"
"54510","31/07/2023","03/08/2023"
"52735","13/07/2023","11/10/2023"
"55492","08/09/2023","21/09/2023"
"51124","19/04/2023","09/08/2023"
"53693","11/07/2023","27/07/2023"
"57958","18/12/2023","19/12/2023"
"53699","04/07/2023","24/07/2023"
"50610","04/04/2023","20/04/2023"
"49154","06/03/2023","18/04/2023"
"54962","22/08/2023","24/08/2023"
"49237","09/03/2023","21/03/2023"
"49327","09/03/2023","05/04/2023"
"57458","01/12/2023","08/12/2023"
"49411","10/03/2023","29/03/2023"
"57490","30/11/2023","28/12/2023"
"62133","09/07/2024","22/07/2024"
"54704","09/08/2023","16/08/2023"
"52129","17/05/2023","06/06/2023"
